CHANNELAREAIDFK,CONTRACTIDFK,DREDGECOST,DREDGINGEVENTAREAIDFK,DREDGINGEVENTIDPK,DREDGINGPURPOSE,EVENTDEPTH,EVENTDEPTHUOM,EVENTTYPE,EXECYEAR,FEATUREDESCRIPTION,FEATURENAME,MEDIAID,METADATAID,PLACEMENTAREADESC,PLACEMENTAREAIDFK,RPSUID,RPUID,SDSID,UNITCOST,VOLUMEDREDGED,RIVER,POOL,DREDGE_TYPE,LABOR_TYPE,DATE_START,DATE_END,UP_RIV_MIL,DN_RIV_MIL,VOLUME_UNITS,REACH_NAME,PREHYDROSURVEY_ID,POSTHYDROSURVEY_ID,REHANDLE_ID,DREDGE_NAME,COST,NARRATIVE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
,,,99823,2.12018E+14,channel,-11,foot,dredged,2018,,HOGBACK,,2018110233083320,,UM_3318_L,,,,,127823,Mississippi_River,21,Hydraulic,Hired_Labor,11/2/2018 0:00,11/2/2018 0:00,332,330.8,cubicYard,HOGBACK,UM_21_MVR_20181024_BD_33083327_18E,UM_21_MVR_20181120_AD_33083325_18G,,GOETZ,,"Placement bankline, 331.4-332.2L",B5ODTBVC,10/6/2021 16:28,B5ODTDJM,6/12/2025 18:27
,,,99926,1.32017E+14,channel,-11,foot,dredged,2017,,ELK RIVER,,2017062252975301,,UM_5315_L,,,,,28481,Mississippi_River,13,Mechanical,Hired_Labor,6/22/2017 0:00,8/20/2017 0:00,530.1,529.7,cubicYard,ELK RIVER,UM_13_MVR_20170615_CS_52985315_17C,UM_13_MVR_20170829_CS_52905310_17F,,,,Placement Bankline 531.3-531.7 L Dark Slough Light Bankline,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99855,1.92017E+14,channel,-11,foot,dredged,2017,,KEMP'S LANDING LOWER,,2017040339693972,,UM_3981_L,,,,,65065,Mississippi_River,19,Hydraulic,Hired_Labor,4/3/2017 0:00,4/14/2017 0:00,397.2,396.9,cubicYard,KEMP'S LANDING LOWER,UM_19_MVR_20170328_CS_39673972_17B,UM_19_MVR_20170418_AD_39673972_17C,,GOETZ,,Placement Bankline 397.8-398.1 L Burlington Island (Goetz) ,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99773,LA2000114331435,channel,-11,foot,dredged,2000,,LANCASTER LANDING,,2000082914331435,,IL_1430_L,,,,,4532,Illinois_Waterway,LA,Hydraulic,Commercial,8/29/2000 0:00,8/31/2000 0:00,143.5,143.3,cubicYard,LANCASTER LANDING,IL_LA_MVR_20000815_BD_14151443_00C,,,CLARA ANDRIE,,BANKLINE PLACEMENT 142.7-143.1L,B5ODTJLM@MVD,9/27/2023 21:39,B5ODTDJM,6/12/2025 18:27
,,,99823,2.12017E+14,channel,-11,foot,dredged,2017,,HOGBACK/LONETREE 1,,2017080833153318,,UM_3307_T,,,,,20037,Mississippi_River,21,Mechanical,Hired_Labor,8/8/2017 0:00,8/17/2017 0:00,331.8,331.5,cubicYard,HOGBACK,UM_21_MVR_20170807_CS_33063322_17A,UM_21_MVR_20170815_AD_33063322_17B,,,,Placement Thalweg 330.8 T Mechanical Below Hogback Island ,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99811,2.22017E+14,channel,-11,foot,dredged,2017,,CAVE HOLLOW 1,,2017062030533057,,UM_3064_L,,,,,38998,Mississippi_River,22,Mechanical,Hired_Labor,6/20/2017 0:00,8/11/2017 0:00,305.7,305.3,cubicYard,CAVE HOLLOW,UM_22_MVR_20170612_BD_30533063_17A,UM_22_MVR_20170717_CS_30523057_17C,,,,Placement Open Water 306.5-306.6 L below wingdam #7 Mechanical,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99764,PE2000116421643,harbor,-11,foot,dredged,2000,,PEORIA BOAT YARD,,2000090116421643,,IL_1644_R,,,,,14939,Illinois_Waterway,PE,Mechanical,Hired_Labor,9/1/2000 0:00,12/4/2000 0:00,164.3,164.2,cubicYard,PEORIA BOAT YARD,,,,MAZON,,PEORIA BOAT YARD UPLAND PLACEMENT 164.3R,B5ODTJLM@MVD,9/27/2023 21:39,B5ODTDJM,6/12/2025 18:27
,,,99841,2.02017E+14,channel,-11,foot,dredged,2017,,LOCK 19 LOWER,,2017092536373639,,UM_3638_R,,,,,986,Mississippi_River,20,Mechanical,Hired_Labor,9/25/2017 0:00,9/28/2017 0:00,363.9,363.7,cubicYard,LOCK 19 LOWER,UM_20_MVR_20170913_BD_36333638_17A,UM_20_MVR_20170928_OT_36373640_17B,,,,Placement Bankline 363.8 R Mechanical Below Keokuk Hwy Bridge,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99823,2.12017E+14,channel,-11,foot,dredged,2017,,HOGBACK/LONETREE 2,,2017082633093316,,UM_3307_T,,,,,8113,Mississippi_River,21,Mechanical,Hired_Labor,8/26/2017 0:00,8/31/2017 0:00,331.6,330.9,cubicYard,HOGBACK,UM_21_MVR_20170815_AD_33063322_17B,UM_21_MVR_20170925_CS_33083320_17C,,,,Placement Thalweg 330.8 T Mechanical Below Hogback Island,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99885,1.72017E+14,channel,-11,foot,dredged,2017,,LOCK 16 LOWER,,2017081445644568,,UM_4564_L,,,,,66172,Mississippi_River,17,Hydraulic,Hired_Labor,8/14/2017 0:00,8/23/2017 0:00,456.8,456.4,cubicYard,LOCK 16 LOWER,UM_17_MVR_20170801_BD_45634569_17C,UM_17_MVR_20171115_CS_45614572_17C,,GOETZ,,Placement Bankline 456.3-456.6 L (Goetz),B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99871,1.82017E+14,channel,-11,foot,dredged,2017,,KEITHSBURG UPPER,,2017082142694271,,UM_4255_L,,,,,13098,Mississippi_River,18,Mechanical,Hired_Labor,8/21/2017 0:00,10/26/2017 0:00,427.1,426.9,cubicYard,KEITHSBURG,UM_18_MVR_20170816_BD_42684275_17C,UM_18_MVR_20170927_BD_42684272_17F,,,,Placement Inland Willow Bar Island 425.5 L Willowbar DMMP Lower ,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99811,2.22017E+14,channel,-12,foot,dredged,2017,,CAVE HOLLOW 3,,2017101530533059,,UM_3056_L,,,,,154457,Mississippi_River,22,Hydraulic,Hired_Labor,10/15/2017 0:00,11/3/2017 0:00,305.9,305.3,cubicYard,CAVE HOLLOW,UM_22_MVR_20171011_CS_30503061_17G,UM_22_MVR_20171107_AD_30503061_17H,,GOETZ,,Placement Upland 306 behind Sny Levee (Goetz),B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99811,2.22017E+14,channel,-11,foot,dredged,2017,,CAVE HOLLOW 2,,2017091930543056,,UM_3064_L,,,,,7153,Mississippi_River,22,Mechanical,Hired_Labor,9/19/2017 0:00,9/24/2017 0:00,305.6,305.4,cubicYard,CAVE HOLLOW,UM_22_MVR_20170913_AD_30503062_17E,UM_22_MVR_20171011_CS_30503061_17G,,,,Placement Open Water 306.5-306.6 L below wingdam #7 Mechanical ,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,,2.02017E+14,channel,-11,foot,dredged,2017,,LOCK 20 UPPER 1,,2017031634393443,,UM_3451_R,,,,,72001,Mississippi_River,20,Hydraulic,Hired_Labor,3/16/2017 0:00,4/2/2017 0:00,344.3,343.9,cubicYard,LOCK 20 UPPER,UM_20_MVR_20170307_CS_34353445_17A,UM_20_MVR_20170406_CS_34383443_17B,,GOETZ,,Placement Bankline White Island 345.1 R (Goetz),B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,,2.02017E+14,channel,-11,foot,dredged,2017,,LOCK 20 UPPER 2,,2017090834413443,,UM_3451_R,,,,,10306,Mississippi_River,20,Mechanical,Hired_Labor,9/8/2017 0:00,9/12/2017 0:00,344.3,344.1,cubicYard,LOCK 20 UPPER,UM_20_MVR_20170809_BD_34363443_17D,UM_20_MVR_20170913_AD_34363441_17B,,,,Placement Bankline White Island 345.1 R Mechanical ,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99893,1.62E+14,channel,-11,foot,dredged,2000,,HORSE ISLAND,,2000091047604761,,UM_4820_L,,,,,6650,Mississippi_River,16,Mechanical,Hired_Labor,9/10/2000 0:00,11/29/2000 0:00,476.1,476,cubicYard,LINWOOD,UM_16_MVR_20000814_CS_47504772_00A,,,,,CENTENNIAL BRIDGE STOCKPILE BANKLINE PLACEMENT 481.9-482.0L,B5ODTJLM,3/29/2023 17:22,B5ODTDJM,6/12/2025 18:27
,,,99785,LA2017112151227,channel,-11,foot,dredged,2017,Contract Prime Vasquez sub King Co.,QUIVER ISLAND,,2017100112151227,,IL_1215_R,,,,,63942,Illinois_Waterway,LA,Hydraulic,Commercial,10/1/2017 0:00,10/9/2017 0:00,122.7,121.5,cubicYard,QUIVER ISLAND,IL_LA_MVR_20170719_CS_12141234_17B,IL_LA_MVR_20171010_AD_12151227_17G,,MORGAN GALE,,Bankline placement 121.5 R ,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99871,1.82E+14,channel,-11,foot,dredged,2000,,KEITHSBURG,,2000091742694272,,UM_4255_L,,,,,16298,Mississippi_River,18,Hydraulic,Hired_Labor,9/17/2000 0:00,10/1/2000 0:00,427.2,426.9,cubicYard,KEITHSBURG,UM_18_MVR_20000912_BD_42484275_00C,,,WM. A. THOMPSON,,WILLOWBAR DMMP LOWER UPLAND PLACEMENT 425.6-425.7L,B5ODTJLM,3/29/2023 17:22,B5ODTDJM,6/12/2025 18:27
,,,99769,LA2000114931497,channel,-11,foot,dredged,2000,,LAMARSH CREEK,,2000091914931497,,IL_1493_L,,,,,13473,Illinois_Waterway,LA,Hydraulic,Commercial,9/19/2000 0:00,9/24/2000 0:00,149.7,149.3,cubicYard,LAMARSH CREEK,IL_LA_MVR_20000821_BD_14811515_00B,,,CLARA ANDRIE,,BANKLINE PLACEMENT 149.1-149.6L,B5ODTJLM@MVD,9/27/2023 21:39,B5ODTDJM,6/12/2025 18:27
,,,99771,LA2017114511456,channel,-11,foot,dredged,2017,Contract Prime Vasquez sub King Co.,KINGSTON MINES,,2017101014511456,,IL_1460_L,,,,,34559,Illinois_Waterway,LA,Hydraulic,Commercial,10/10/2017 0:00,10/15/2017 0:00,145.6,145.1,cubicYard,MACKINAW RIVER,IL_LA_MVR_20171003_BD_14511456_17G,IL_LA_MVR_20171018_CS_14511456_17H,,MORGAN GALE,,"Bankline placement 145.5 L, OPP Kingston Landing Light 
145.2-145.6  LDB bankline, Prime Vasquez sub King Co.
",B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99777,LA2017113651367,channel,-11,foot,dredged,2017,,COPPERAS CREEK,,2017102313651367,,IL_1368_L,,,,,8437,Illinois_Waterway,LA,Mechanical,Hired_Labor,10/23/2017 0:00,11/6/2017 0:00,136.7,136.5,cubicYard,COPPERAS CREEK,IL_LA_MVR_20171018_CS_13641368_17D,IL_LA_MVR_20171107_AD_13631368_17D,,MAZON,,Bankline placement 136.6-136.8 L Copperas Creek,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99739,PE2017121562159,channel,-11,foot,dredged,2017,,CLARK ISLAND 1,,2017091121562159,,IL_2159_R,,,,,8980,Illinois_Waterway,PE,Mechanical,Hired_Labor,9/11/2017 0:00,10/4/2017 0:00,215.9,215.6,cubicYard,CLARK ISLAND,IL_PE_MVR_20170907_CS_21482163_17D,IL_PE_MVR_20171026_AD_21562159_17K,,MAZON,,Bankline placement below Clark Island Upper Daymark 215.9 R,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99793,LA2017110961105,channel,-11,foot,dredged,2017,Contract Prime Vasquez sub King Co.,GRAND ISLAND,,2017092210961105,,IL_1098_R,,,,,46171,Illinois_Waterway,LA,Hydraulic,Commercial,9/22/2017 0:00,9/30/2017 0:00,110.5,109.6,cubicYard,ANDERSON LAKE,IL_LA_MVR_20170912_BD_10961106_17C,IL_LA_MVR_20171003_AD_10961105_17G,,MORGAN GALE,,Bankline placement 109.8 R Deer Park Light ,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99731,SR2017123232325,channel,-11,foot,dredged,2017,,DELBRIDGE ISLAND,,2017041923232325,,IL_2315_R,,,,,17581,Illinois_Waterway,SR,Mechanical,Hired_Labor,4/19/2017 0:00,6/28/2017 0:00,232.5,232.3,cubicYard,STARVED ROCK UPPER,IL_SR_MVR_20170522_BD_23222326_17A,IL_SR_MVR_20170712_AD_23222327_17C,,MAZON,,Upland placement Starved Rock Boat Yard 231.1 R,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99740,PE2017121242129,channel,-11,foot,dredged,2017,,ILLINOIS POWER,,2017062921242129,,IL_2148_R,,,,,5297,Illinois_Waterway,PE,Mechanical,Hired_Labor,6/29/2017 0:00,7/19/2017 0:00,212.9,212.4,cubicYard,ILLINOIS POWER,IL_PE_MVR_20170620_BD_21242135_17A,IL_PE_MVR_20170726_AD_21242130_17C,,MAZON,,Bankline placement 214.7 R ,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99805,LA2017108690871,channel,-11,foot,dredged,2017,,GRAPE ISLAND/BEARDSTOWN,,2.01707E+13,,IL_0882_R,,,,,11188,Illinois_Waterway,LA,Mechanical,Hired_Labor,7/23/2017 0:00,9/8/2017 0:00,87.1,86.9,cubicYard,GRAPE ISLAND,IL_LA_MVR_20170718_CS_08690871_17C,IL_LA_MVR_20170815_AD_08690871_17D,,MAZON,,Bankline placement 88.2 R Beardstown ,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99732,PE2017123042309,channel,-11,foot,dredged,2017,,STARVED ROCK LOWER,,2017013023042309,,IL_2315_R,,,,,2940,Illinois_Waterway,PE,Mechanical,Hired_Labor,1/30/2017 0:00,2/9/2017 0:00,230.9,230.4,cubicYard,STARVED ROCK LOWER,IL_PE_MVR_20161116_CS_23062306_16F,IL_PE_MVR_20170126_AD_23032309_17A,,MAZON,,Upland placement Starved Rock Boat Yard 231.1 R,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99733,PE2017122662272,channel,-11,foot,dredged,2017,Contract Prime Vasquez sub King Co.,VERMILLION RIVER,,2017101922662272,,IL_2279_R,,,,,38807,Illinois_Waterway,PE,Hydraulic,Commercial,10/19/2017 0:00,10/27/2017 0:00,227.2,226.6,cubicYard,VERMILLION RIVER,IL_PE_MVR_20171017_BD_22652272_17D,IL_PE_MVR_20171031_AD_22652272_17E,,MORGAN GALE,,Bankline placement OPP Deer Park Light & Daymark 227.9 R,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99771,LA2016214761480,channel,-11,foot,dredged,2016,,MACKINAW RIVER 2,,2016100414761480,,IL_1469_L,,,,,55301,Illinois_Waterway,LA,Hydraulic,Commercial,10/4/2016 0:00,10/15/2016 0:00,148,147.6,cubicYard,MACKINAW RIVER,IL_LA_MVR_20160901_CS_14761480_16E,IL_LA_MVR_20161020_CS_14761480_16F,,,,Placement on left bank from RM 146.8 to 147.2,B5ODTBVC,10/26/2021 20:36,B5ODTDJM,6/12/2025 18:27
,,,99732,PE2016123042309,channel,-11,foot,dredged,2016,,STARVED ROCK LOWER,,2016102423042309,,IL_2281_R,,,,,11880,Illinois_Waterway,PE,Mechanical,Hired_Labor,10/24/2016 0:00,1/25/2017 0:00,230.9,230.4,cubicYard,STARVED ROCK LOWER,IL_PE_MVR_20160915_CS_23032309_16E,IL_PE_MVR_20170126_AD_23032309_17A,,,,Placement site upland 228.0R,B5ODTBVC,10/26/2021 20:36,B5ODTDJM,6/12/2025 18:27
,,,99805,LA2016108680872,channel,-12,foot,dredged,2016,,GRAPE ISLAND,,2.01609E+13,,IL_0874_L,,,,,31998,Illinois_Waterway,LA,Hydraulic,Commercial,9/15/2016 0:00,9/20/2016 0:00,87.2,86.8,cubicYard,GRAPE ISLAND,IL_LA_MVR_20160629_CS_08640890_16B,IL_LA_MVR_20161005_CS_08630873_16D,,,,Placement at DMMP site 5,B5ODTBVC,10/26/2021 20:36,B5ODTDJM,6/12/2025 18:27
,,,99777,LA2016113581362,channel,-11,foot,dredged,2016,,DUCK ISLAND,,2016070613581362,,IL_1368_L,,,,,14000,Illinois_Waterway,LA,Mechanical,Hired_Labor,7/6/2016 0:00,7/29/2016 0:00,136.2,135.8,cubicYard,COPPERAS CREEK,IL_LA_MVR_20160518_CS_13561398_16A,IL_LA_MVR_20160725_CS_13551365_16B,,,,Placement bankline 136.6L,B5ODTBVC,10/26/2021 20:36,B5ODTDJM,6/12/2025 18:27
,,,99710,MA2015127082711,channel,-11,foot,dredged,2015,,DRESDEN ISLAND LOWER,,2015021127062713,,IL_2706_R,,,,,1194,Illinois_Waterway,MA,Mechanical,Hired_Labor,2/11/2015 0:00,2/15/2015 0:00,271.3,270.6,cubicYard,DRESDEN ISLAND LOCK LOWER,MVRIWMA_27062713_15B,IL_MA_MVR_20151105_CS_27062713_15C,,,,Placement upland 270.5R,B5ODTBVC,11/2/2021 16:43,B5ODTDJM,6/12/2025 18:27
,,,99769,LA2000114811484,channel,-11,foot,dredged,2000,,MACKINAW RIVER,,2000092514811484,,IL_1480_L,,,,,6503,Illinois_Waterway,LA,Hydraulic,Commercial,9/25/2000 0:00,9/27/2000 0:00,148.4,148.1,cubicYard,LAMARSH CREEK/PEKIN BEND,IL_LA_MVR_20000821_BD_14811515_00B,,,CLARA ANDRIE,,BANKLINE PLACEMENT 147.9-148.1L,B5ODTJLM@MVD,9/27/2023 21:39,B5ODTDJM,6/12/2025 18:27
,,,99771,LA2000114521454,channel,-11,foot,dredged,2000,,KINGSTON MINES,,2000092714521454,,IL_1452_L,,,,,6816,Illinois_Waterway,LA,Hydraulic,Commercial,9/27/2000 0:00,9/29/2000 0:00,145.4,145.2,cubicYard,MACKINAW RIVER,IL_LA_MVR_20000816_BD_14431457_00C,,,CLARA ANDRIE,,KINGSTON MINES UPLAND PLACEMENT 145.3-145.4L,B5ODTJLM@MVD,9/27/2023 21:39,B5ODTDJM,6/12/2025 18:27
,,,99737,PE2000121912194,channel,-11,foot,dredged,2000,,HUSE SLOUGH,,2000100421912194,,IL_2191_R,,,,,10565,Illinois_Waterway,PE,Hydraulic,Commercial,10/4/2000 0:00,10/7/2000 0:00,219.4,219.1,cubicYard,HUSE SLOUGH,IL_PE_MVR_20000830_BD_21912206_00D,,,CLARA ANDRIE,,BANKLINE PLACEMENT 218.8-219.3R,B5ODTJLM@MVD,9/27/2023 21:39,B5ODTDJM,6/12/2025 18:27
,,,99804,LA2015108880890,channel,-11,foot,dredged,2015,,BEARDSTOWN RR BRIDGE,,2.01502E+13,,IL_0882_R,,,,,8333,Illinois_Waterway,LA,Mechanical,Hired_Labor,2/26/2015 0:00,3/13/2015 0:00,89,88.8,cubicYard,BEARDSTOWN,,IL_LA_MVR_20150317_CS_08750889_15A,,,,Placement bankline 88.1-88.8R,B5ODTBVC,11/2/2021 16:43,B5ODTDJM,6/12/2025 18:27
,,,99777,LA2015113711375,channel,-11,foot,dredged,2015,,COPPERAS CREEK,,2015091013711375,,IL_1368_L,,,,,44380,Illinois_Waterway,LA,Hydraulic,Commercial,9/10/2015 0:00,9/18/2015 0:00,137.5,137.1,cubicYard,COPPERAS CREEK,IL_LA_MVR_20150811_CS_13701375_15B,IL_LA_MVR_20150928_AD_13701376_15D,,MORGAN GALE,,Placement bankline 136.9L,B5ODTBVC,11/2/2021 16:43,B5ODTDJM,6/12/2025 18:27
,,,99898,1.62E+14,channel,-11,foot,dredged,2000,,LOCK 15 LOWER,,2000113048284829,,UM_4820_L,,,,,3217,Mississippi_River,16,Mechanical,Hired_Labor,11/30/2000 0:00,12/8/2000 0:00,482.9,482.8,cubicYard,LOCK 15 LOWER,UM_16_MVR_20001018_BD_48234829_00D,,,HIRED LABOR,,CENTENNIAL BRIDGE STOCKPILE BANKLINE PLACEMENT 481.9-482.0L,B5ODTJLM,3/29/2023 17:22,B5ODTDJM,6/12/2025 18:27
,,,99726,SR2019124072411,channel,-11,foot,dredged,2019,,Bulls Island Middle,,2019102824072411,,IL_2417_R,,,,,10731,Illinois_Waterway,SR,Mechanical,Hired_Labor,10/28/2019 0:00,11/21/2019 0:00,241.1,240.7,cubicYard,BULLS ISLAND,IL_SR_MVR_20191017_CS_24072411_19F,IL_SR_MVR_20191118_BD_24072411_19G,,,,Upland DMMP placement 241.7R,B5ODTDJM,1/25/2022 23:00,B5ODTDJM,6/12/2025 18:27
,,,99726,SR2019124032407,channel,-11,foot,dredged,2019,,Bulls Island Lower,,2019041524032407,,IL_2417_R,,,,,26762,Illinois_Waterway,SR,Mechanical,Hired_Labor,4/15/2019 0:00,6/19/2019 0:00,240.7,240.3,cubicYard,BULLS ISLAND,IL_SR_MVR_20190313_CS_24042416_19A,IL_SR_MVR_20190624_AD_24052415_19B,,,,Upland DMMP placement 241.7R,B5ODTDJM,1/25/2022 23:00,B5ODTDJM,6/12/2025 18:27
,,,99770,LA2019115551569,channel,-11,foot,dredged,2019,,Lick Creek,,2019020715551569,,IL_1644_R,,,,,12705,Illinois_Waterway,LA,Mechanical,Hired_Labor,2/7/2019 0:00,3/5/2019 0:00,156.9,155.5,cubicYard,LICK CREEK,IL_LA_MVR_20181204_CS_15551569_18A,IL_LA_MVR_20190319_CS_15531569_19A,,,,IWW Peoria Sheet Pile Wall Fill 164.3R,B5ODTDJM,1/26/2022 14:57,B5ODTDJM,6/12/2025 18:27
,,,99726,SR2015124032411,channel,-11,foot,dredged,2015,,BULL'S ISLAND,,2015070724032411,,IL_2417_R,,,,,18122,Illinois_Waterway,SR,Mechanical,Hired_Labor,7/7/2015 0:00,8/6/2015 0:00,241.1,240.3,cubicYard,BULLS ISLAND,,IL_SR_MVR_20150909_AD_24042410_15E,,,,Placement upland 241.7R,B5ODTBVC,11/2/2021 16:43,B5ODTDJM,6/12/2025 18:27
,,,99724,MA2001124542470,channel,-12,foot,dredged,2001,,MARSEILLES CANAL,,2001040924542470,,IL_2450_R,,,,,16514,Illinois_Waterway,MA,Mechanical,Hired_Labor,4/9/2001 0:00,12/31/2001 0:00,247,245.4,cubicYard,MARSEILLES CANAL,IL_MA_MVR_20010306_CS_24472470_01A,,,MAZON,,BELL'S ISLAND SITE UPLAND PLACEMENT 245.0R,B5ODTJLM@MVD,10/4/2023 19:33,B5ODTDJM,6/12/2025 18:27
,,,99805,LA2020108680877,channel,-11,foot,dredged,2020,Contract Prime Vasquez sub King Co.,GRAPE ISLAND,,2.02004E+13,,IL_0874_L,,,,,40167,Illinois_Waterway,LA,Hydraulic,Commercial,4/20/2020 0:00,6/30/2020 0:00,87.7,86.8,cubicYard,GRAPE ISLAND,IL_LA_MVR_20200310_BD_08630880_20C,IL_LA_MVR_20200629_AD_08670872_20B,,BARRY J,,"DMMP site 5 rm87.3(40,167) and Bankline 88.0-88.6 (31,935)",B5ODTDJM,1/25/2022 19:56,B5ODTDJM,6/12/2025 18:27
,,,99805,LA2020208680877,channel,-11,foot,dredged,2020,Contract Prime Vasquez sub King Co.,GRAPE ISLAND,,2.02004E+13,,IL_0882_R,,,,,31935,Illinois_Waterway,LA,Hydraulic,Commercial,4/20/2020 0:00,6/30/2020 0:00,87.7,86.8,cubicYard,GRAPE ISLAND,IL_LA_MVR_20200310_BD_08630880_20C,IL_LA_MVR_20200629_AD_08670872_20B,,BARRY J,,"DMMP site 5 rm87.3(40,167) and Bankline 88.0-88.6 (31,935)",B5ODTDJM,1/25/2022 19:56,B5ODTDJM,6/12/2025 18:27
,,,99967,1.12019E+14,rehandle,-11,foot,dredged,2019,,FINLEY'S LANDING REHANDLE,,2019062759585960,,UM_5941_L,,,,,25000,Mississippi_River,11,Mechanical,Hired_Labor,6/27/2019 0:00,7/18/2019 0:00,596,595.8,cubicYard,FINLEYS LANDING,UM_11_MVR_20190606_CS_59405972_19A,UM_11_MVR_20190718_AD_59605965_19C,1.12019E+14,MVP_HAUSER/WADE,,"Bankline placement 595.8-596.0R, Rehandle to Bathtub 594.5L",B5ODTDJM,1/25/2022 20:46,B5ODTDJM,6/12/2025 18:27
,,,99716,MA2019125862589,channel,-11,foot,dredged,2019,,GRIST ISLAND,,2019070925862589,,IL_2584_L,,,,,12435,Illinois_Waterway,MA,Mechanical,Hired_Labor,7/9/2019 0:00,7/19/2019 0:00,258.9,258.6,cubicYard,GRIST ISLAND,IL_MA_MVR_20190624_CS_25832597_19B,IL_MA_MVR_20190729_BD_25832597_19C,,,,Bankline placement 258.3-258.8L,B5ODTDJM,1/25/2022 22:26,B5ODTDJM,6/12/2025 18:27
,,,99722,MA2019124982499,channel,-11,foot,dredged,2019,,Johnson Island,,2019112524982499,,IL_2450_R,,,,,3628,Illinois_Waterway,MA,Mechanical,Hired_Labor,11/25/2019 0:00,12/6/2019 0:00,249.9,249.8,cubicYard,JOHNSON ISLAND,IL_MA_MVR_20191117_CS_24962503_19B,IL_MA_MVR_20191209_AD_24972500_19C,,,,Bell's Island Upland DMMP Site 245.0R,B5ODTDJM,1/25/2022 22:50,B5ODTDJM,6/12/2025 18:27
,,,99855,1.92016E+14,channel,-20,foot,dredged,2016,Removal of former ATON rock pile base at USCG's request and funding,BURLINGTON ISLAND LIGHT,,2016083039663967,,UM_3966_L,,,,,3400,Mississippi_River,19,Mechanical,Hired_Labor,8/30/2016 0:00,9/7/2016 0:00,396.7,396.6,cubicYard,KEMP'S LANDING LOWER,UM_19_MVR_20160525_AD_39663972_16C,UM_19_MVR_20160907_CS_39663967_16B,,,,Bankline placement Burlington Island,B5ODTBVC,10/27/2021 14:01,B5ODTDJM,6/12/2025 18:27
,,,99967,1.12016E+14,channel,-11,foot,dredged,2016,,ROSEBROOK,,2016052959515952,,UM_5959_R,,,,,33000,Mississippi_River,11,Mechanical,Hired_Labor,5/29/2016 0:00,6/7/2016 0:00,595.2,595.1,cubicYard,FINLEYS LANDING,UM_11_MVR_20160420_CS_59405953_16B,UM_11_MVR_20160811_CS_59405953_16C,,,,Bankline placement Finleys Landing Beach,B5ODTBVC,10/27/2021 14:01,B5ODTDJM,6/12/2025 18:27
,,,99832,2.02016E+14,channel,-11,foot,dredged,2016,,BUZZARD ISLAND,,2016091234893491,,UM_3484_T,,,,,2547,Mississippi_River,20,Mechanical,Hired_Labor,9/12/2016 0:00,9/15/2016 0:00,349.1,348.9,cubicYard,BUZZARD ISLAND,UM_20_MVR_20160823_CS_34863496_16A,UM_20_MVR_20160912_CS_34873492_16C,,,,Thalweg placement Buzzard,B5ODTBVC,10/27/2021 14:01,B5ODTDJM,6/12/2025 18:27
,,,99723,MA2001124752475,clearing,-5,foot,dredged,2001,,BALLARDS ISLAND,,2001042524752475,,IL_2450_R,,,,,1088,Illinois_Waterway,MA,Mechanical,Hired_Labor,4/25/2001 0:00,5/3/2001 0:00,247.5,247.5,cubicYard,BALLARDS ISLAND,,,,MAZON,,BELL'S ISLAND SITE UPLAND PLACEMENT 245.0R,B5ODTJLM@MVD,10/4/2023 19:33,B5ODTDJM,6/12/2025 18:27
